Category,Product Name,Location,Price,Overall Rating,Number Sold,Customer Rating,Customer Review,clean_review,Sentiment,sentiment_label,Emotion,emotion_label
Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,Kota Palembang,8500,4.9,12400,2,plastik pecah jd lembek sebagian,plastik pecah jd lembek,Negative,0,Fear,2
Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,Kota Palembang,8500,4.9,12400,2,byk yg hancur dikirim ke jkt,byk hancur kirim jkt,Negative,0,Fear,2
Food and Drink,The OG - 10 pcs,Jakarta Selatan,71500,5.0,10000,1,Pesan yg varian 20pcs tp cuma dikirim 10pcs,pesan varian pcs kirim pcs,Negative,0,Fear,2
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,Jakarta Selatan,110000,4.9,8041,1,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",layan buruk barang kirim beli,Negative,0,Fear,2
Food and Drink,Keripik tempe 200 gram,Jakarta Timur,17500,4.9,16600,1,"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",keripik tempe pecah packingnya kopong edit asin banget beh recommended yah mecin tau komplain pakai asuransi komplain worth habis komplain jual terima kritik layak bintang maap yah perbaikin lg packingnya ekspedisi mana kemas keripik pakai plastik kosong padat ancur koclak dus pakai buble mubazir,Negative,0,Fear,2
Food and Drink,Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g,Kota Bekasi,26000,4.9,24900,1,Kapok belanja disini lama banget pengiriman nya!,kapok belanja banget kirim,Negative,0,Fear,2
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,1,"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",produk layak makan jamur pcs tulis expired date harap qc ulang produk makan layak makan konsumen,Negative,0,Fear,2
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,1,"pie susunya jamuran, duh parah bgt sih jualan",pie susu jamur duh parah banget jual,Negative,0,Fear,2
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,1,"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",beli kotak isi total buah pie buah pie jamur paket buka antar kurir expire date coba cek ulas beli alami kendala pie jamur buruk kontrol kualitas pie susu kasi reputasi toko ikut rusak gara gara produk jaga reputasi milik produk maaf kaka jual ulas jujur produsen produk baik kontrol kualitas produk,Negative,0,Fear,2
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,1,"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",pie susunyabberjamur simpan minggu expiry date bulan beli bal kayak gitu biar temen beli pie susu aware sedih sayang makan eh pas makan jamur paksa buang chat sellernya dimasukin kulkas pas beli bal masukin kulkas fyi temen mo beli yah,Negative,0,Fear,2
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,1,ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,kirim satu chat apa jual komplain selesai kecewa anak suka tunggu dateng kirim,Negative,0,Fear,2
Food and Drink,PRONAS Paket Luncheon A Free Canister,Kota Bekasi,81400,4.9,2112,1,Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,berat sesuai rubah baik berat produk kemas pdhl sy blanja mhl diongkir pdhl berat riil jauuh estimasi,Negative,0,Fear,2
Food and Drink,PRONAS Paket Luncheon A Free Canister,Kota Bekasi,81400,4.9,2112,1,free canister ga dikirim.. payah kecewah dah males beli disini,free canister kirim payah kecewah males beli,Negative,0,Fear,2
Food and Drink,PRONAS Paket Luncheon A Free Canister,Kota Bekasi,81400,4.9,2112,3,"Pengiriman lambat, seminggu baru sampai. Bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung",kirim lambat minggu butuh cepat beli supermarket,Negative,0,Fear,2
Food and Drink,Bika Ambon BeFond Mix uk. 20x20cm,Jakarta Barat,83500,4.9,3959,1,kue nya pas Dateng dicoba asem..kue Uda terlalu lama..di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan... tidak ada tanggung jawab..,kue pas dateng coba asem kue uda komplain jual bilang konsumsi makan tanggung,Negative,0,Fear,2
Food and Drink,Pia Mangkok isi 12 - Keju,Kota Malang,42000,5.0,6056,1,pia nya gak dikirim,pia kirim,Negative,0,Fear,2
Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,Jakarta Selatan,59200,5.0,1053,1,"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",bad admin opportunity lost gara pesan abai admin jd perhati manajemen wingsfood,Negative,0,Fear,2
Food and Drink,Extra Virgin Coconut Oil VCO 500ml - Minyak Kelapa Murni 100%,Jakarta Barat,70000,5.0,10100,1,"sampe sekarang barang blm sampe,halu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantian...ga ada yg tanggung jawab",sampe barang sampe halu express blgnya tanggung jwb dg bayar tokopedia tokopedia transfer ganti tanggung,Negative,0,Fear,2
Food and Drink,Multi Pack Sembako,Kota Palembang,30000,4.9,11300,1,Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,sesuai gambar situ gula hijau kirim kuning beda harga beda lbh hijau tokped jd guna nyesel,Negative,0,Fear,2
Food and Drink,Multi Pack Sembako,Kota Palembang,30000,4.9,11300,1,"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",sesuai pesan pesan gula kg kecap kemas teh sampe gula kg teh kecap,Negative,0,Fear,2
Food and Drink,Silverqueen Cashew 62g,Jakarta Timur,16000,4.9,2574,1,"kotak paket nya kegedean, coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua",kotak paket gede coklat bungkus bubble wrap kotak paket tambah kertas isi bentuk coklat amburadul,Negative,0,Fear,2
Food and Drink,Best Wok Mi Goreng Original 5 pcs + Best Wok Hot & Spicy 5 pcs,Kota Bekasi,33000,4.9,5018,1,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",packaging safe mie remuk shipping banget proses original parah,Negative,0,Fear,2
Food and Drink,Petik Mangga,Jakarta Selatan,85000,5.0,21300,1,rasanya kaya buav*ta. gk worth it,kaya buav ta gk worth it,Negative,0,Fear,2
Food and Drink,Petik Mangga,Jakarta Selatan,85000,5.0,21300,1,"Saat baca komposisi deskripsi Minuman rasa mangga rada curiga. Tapi karena terjual banyak, tetap beli. secara harganya mahal, Aku pikir full mangga. ternyata artificial mangga. Manis buatan banget. Ga sehat.",baca komposisi deskripsi minum mangga rada curiga jual beli harga mahal pikir full mangga artificial mangga manis buat banget sehat,Negative,0,Fear,2
Food and Drink,Petik Mangga,Jakarta Selatan,85000,5.0,21300,1,sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,sesuai suka manis minum manis banget artificial mangga banget salah expect minum seger fresh mangga buah,Negative,0,Fear,2
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,Jakarta Barat,45000,4.8,9707,2,"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",isi full banjir minyak jdi isi stgh lbh dkit kecil lbh sendok makan maaf worth hrg gin,Negative,0,Fear,2
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,Jakarta Barat,45000,4.8,9707,2,"pedes nya over, dibanding isinya yang dikit. yang gak kuat pedes over not rekomended",pedes over banding isi dikit kuat pedes over not rekomended,Negative,0,Fear,2
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,Jakarta Barat,45000,4.8,9707,2,"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",luar ekspetasi banget sambelnya seger bau gada pedes manis packaging bagus,Negative,0,Fear,2
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,Jakarta Barat,45000,4.8,9707,2,rasanya agak asem mungkin terlalu banyak tomat,asem tomat,Negative,0,Fear,2
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus,Jakarta Selatan,110000,4.9,8047,1,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",layan buruk barang kirim beli,Negative,0,Fear,2
Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),Jakarta Pusat,55020,5.0,3108,5,mantapp gan,mantapp gan,Positive,1,Happy,0
Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),Jakarta Pusat,55020,5.0,3108,5,"bagus, sesuai deskripsi, pelayanan cepqt, order lsg kirim, terima kasih",bagus sesuai deskripsi layan cepqt order lsg kirim terima kasih,Positive,1,Happy,0
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,barang bagus berkwalitas mantapss sesuai deskripsi cepat,Positive,1,Happy,0
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5,"barang diterima sesuai pesanan, thanks joyko",barang terima sesuai pesan terima kasih joyko,Positive,1,Happy,0
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,5,produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,produk sesuai deskripsi kirim cepat seler ramah barang mantap tetimakasih admin,Positive,1,Happy,0
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,5,"packing rapih, barang ORI, berkualitas, harga murah",kemas rapih barang original kualitas harga murah,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,5,"kemasan rapi, brg sesuai pesanan",kemas rapi brg sesuai pesan,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,5,top seller.. responsif dan btgg jwb,bagus jual responsif btgg jwb,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,5,Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,cepat response produk bagus sesuai pesan kirim cepat hr,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,5,"spidol kualitas bagus, harga termurah dibanding toko lain",spidol kualitas bagus harga murah banding toko,Positive,1,Happy,0
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,5,"Alhamdulilah barangnya sudah sampe, ukurannya juga besar sesuai yg di gambar, mudah2an bermanfaat buat kegiatan belajar mengajar kami di pesantren",alhamdulilah barang sampe ukur sesuai gambar mudah an manfaat giat ajar ajar pesantren,Positive,1,Happy,0
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,5,Pengiriman Cepat. Barang sesuai gambar. Kualitasnya oke. Recommended.,kirim cepat barang sesuai gambar kualitas recommended,Positive,1,Happy,0
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,5,Barang yang dikirimkan sesuai dan harga terjangkau,barang kirim sesuai harga jangkau,Positive,1,Happy,0
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,5,Mantap!!! Cepat proses kirimnya! Besar dan yang penting harga tjakeeeepp!!! Recommended!,mantap cepat proses kirim harga tjakeepp recommended,Positive,1,Happy,0
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,5,Barangnya bagus sesuai deskripsi ????????????,barang bagus sesuai deskripsi,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",jual responsif gercep spidol kirim thank so muchh,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,produk bagus sesuai pesan cepat response kirim cepat hr,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,"mantab spidolnya , jadi ngak hilang tulisan walau tulisannya di masukkan kulkas (plastik ASI)",mantab spidol ngak hilang tulis tulis masuk kulkas plastik asi,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,produk sesuai pesan bentuk warna fungsi normal,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,Toko ini barangnya lengkap dan beneran tersedia. Kadang ada toko lain lengkap tp pas dikirim banyak yg gada. Ini lengkap. Recommended Seller.,toko barang lengkap beneran sedia kadang toko lengkap pas kirim gada lengkap recommended jual,Positive,1,Happy,0
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Jakarta Barat,3000,5.0,2567,5,barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,barang sesuai deskripsi kirim cepat jual responship ramahterimakasih jual tokopedia,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget.",produk sesuai kirim cepat harga ribu pas flash sale banget,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,murah meriah tp bagus..nyaman dipakai..tulisan jg terlihat lebih rapih..,murah riah bagus nyaman pakai tulis rapih,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,terima kasih banyak produk bagus selalu,terima kasih produk bagus,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,"Paket sudah sampai dengan selamat, pertahankan kualitas pelayanan dan harganya.. thanks seller dan tokped ..",paket selamat tahan kualitas layan harga terima kasih jual tokped,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,"dapat flash sale 1000 dapat sekotak isi 12.. murah bangettttt.... produk bagus.. sesuai deskripsi, pengiriman cepat, packing aman... Terima kasih seller n toped..",flash sale kotak isi murah bangett produk bagus sesuai deskripsi kirim cepat kemas aman terima kasih jual toped,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,"Hore dpt harga kejar diskon.. trnyata produk ori, paking aman, isiny byk n pulpen ny enak d pakai.. anak juga suka bgt.. makasih joyko",hore dpt harga kejar diskon trnyata produk original paking aman isiny byk pulpen ny pakai anak suka banget terima kasih joyko,Positive,1,Happy,0
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,5,"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",respons toko cepat kirim lancar barang kemas aman mantap terima kasih,Positive,1,Happy,0
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,5,"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",puas banget belanja sellernya ramah banget cepat respons kirim lumayan cepat barang muas packingnya aman barang cacat,Positive,1,Happy,0
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,5,"barangnya sudah sampai, tidak ada yang rusak atau robek, barangnya original, real pick, packingnya bagus, pengiriman sangat cepat kurir ramah, pokoknya amanah deh kalo mau belanja di toko joyko official store... ????",barang rusak robek barang original real pick packingnya bagus kirim cepat kurir ramah pokok amanah belanja toko joyko official store,Positive,1,Happy,0
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,5,"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",kirim cepat packaging okee banget isi sesuai gampang macet pas pakai poko baguss bangett terima kasih joyko,Positive,1,Happy,0
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,5,"persediaan stok buat kakak sekolah, selalu joyko pilihannya, barang original. Terimakasih buat pelayanan yang diberikan terbaik deh:)",sedia stok kakak sekolah joyko pilih barang original terimakasih layan baik,Positive,1,Happy,0
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,5,"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",respons jual kirim cepat barang sesuai pesan muas thank youu,Positive,1,Happy,0
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,5,"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",kemas rapi kualitas produk kirim cepat respons jual,Positive,1,Happy,0
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,5,Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,pesan terima dlm cepat respond jual mantap,Positive,1,Happy,0
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,5,cepat........harga oke...sesuai pesanan.,cepat harga sesuai pesan,Positive,1,Happy,0
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,5,"Pelayanan Seller dan Deliver nya sangat cepat dan memuaskan...terima kasih atkasemka,anteraja dan TokoPedia.",layan jual deliver cepat muas terima kasih atkasemka anteraja tokopedia,Positive,1,Happy,0
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,5,"Ok banget, beli 2 skaligus, barang baguss banget",banget beli skaligus barang baguss banget,Positive,1,Happy,0
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,5,mantap langsung dipakai anak untuk belajar,mantap pakai anak ajar,Positive,1,Happy,0
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,Jakarta Pusat,26000,4.9,613,5,"Murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. See you again",murah mudah manfaat kemas aman tebal bubble wrapnya see you again,Positive,1,Happy,0
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,1,kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,kecewa kecewa belanja salah belanja harap ubah ttp salah,Negative,0,Sadness,1
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,1,"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",kecewa pesan bayar kirim owner teliti biarpun biru bayar intem dikirm hitam resi lanjur buang resi,Negative,0,Sadness,1
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,1,kualitas kurang,kualitas,Negative,0,Sadness,1
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,1,sangat kecewa sekali,kecewa,Negative,0,Sadness,1
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,1,Mengecewakan????????????????,kecewa,Negative,0,Sadness,1
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",kecewa pesan item kirim komplain kembali php respons kirim pesan tgl terima tgl,Negative,0,Sadness,1
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,proses pengiriman sangat mengecewakan,proses kirim kecewa,Negative,0,Sadness,1
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1,produk dikirim tidak sesuai. harusnya 7911,produk kirim sesuai,Negative,0,Sadness,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1,"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",kecewa kemas kertas sobek basah ujung kertas lengkung kirim pack bubble wrap terima bikin video unboxing,Negative,0,Sadness,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",bungkus barang robek kertas kuning tanda barang buka kecewa,Negative,0,Sadness,1
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Jakarta Utara,5800,4.9,6717,1,Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,kecewa beli order gunting kirim order kirim nyala zonkk,Negative,0,Sadness,1
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,1,Ada cacat pada saat sampai di rumah ??,cacat rumah,Negative,0,Sadness,1
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,1,Barang rusak sebagian.,barang rusak,Negative,0,Sadness,1
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,1,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",riject kecewa langgan beli barang cek kemas,Negative,0,Sadness,1
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,1,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,paket kondisi dus rusak kotor kayak bekas jatuh cek dalem lakban penyok penyok sedih,Negative,0,Sadness,1
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,1,"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",sesuai gambar muas layan komplain respons,Negative,0,Sadness,1
Office & Stationery,kalkulator citizen 868L best seller, Jakarta Pusat,38500,4.9,7974,1,sangat kecewa sekali,kecewa,Negative,0,Sadness,1
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1,"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",sungguh sedih beli pcs barang pecah pcs komplain garansi minggu beres,Negative,0,Sadness,1
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1,"pecah 1, kondisi mash di plastik bubble wrap",pecah kondisi mash plastik bubble wrap,Negative,0,Sadness,1
Office & Stationery,Pulpen Gel Ink 0.5Mm Alat Tulis Perlengkapan Sekolah Pena Gel Standart - Isi Tinta Hitam,Jakarta Selatan,176,4.8,10700,1,ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,tanggap komplain beli kecewa,Negative,0,Sadness,1
